language,source_file,deduped_identifier,row_type,topic_key,hash,source_identifiers,original_text,translated_text
Arabic,detect_followup_info_in_previous_user_response.csv,FQ24,question,llm-cataract@1.0.0,5684d37e1776,FQ24,"Alright So you're feeling a little bit of pain in your eye some of the time. Can you tell me what the pain feels like - is it mostly a gritty or dry sensation, or something else?",حسناً، أنت تشعر بألم خفيف في عينك في بعض الأحيان. هل يمكنك أن تخبرني عن ماهية هذا الألم - هل هو شعور رملية أو جاف في الغالب، أو شيء آخر؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA24.1,answer,llm-cataract@1.0.0,47abbd905768,FA24.1,dry sensation,حس جاف
Arabic,detect_followup_info_in_previous_user_response.csv,FQ25,question,llm-cataract@1.0.0,a70679b4066e,FQ25,Are you experiencing pain in your eye?,هل تشعر بألم في عينك؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA25.1,answer,llm-cataract@1.0.0,c84d98605ff5,FA25.1,just a little bit dry sometimes,قليلاً جافاً في بعض الأحيان
Arabic,detect_followup_info_in_previous_user_response.csv,FA25.2,answer,llm-cataract@1.0.0,da385bd172ae,FA25.2,only after the drops my eye stings,فقط بعد قطرات تشنج عيني
Arabic,detect_followup_info_in_previous_user_response.csv,FA25.3,answer,llm-cataract@1.0.0,9100bc41f7db,FA25.3,yes,نعم
Arabic,detect_followup_info_in_previous_user_response.csv,FQ26,question,llm-cataract@1.0.0,00ef7714c78e,FQ26,Is your eye currently painful?,هل عينك مؤلمة حاليًا؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA26.1,answer,llm-cataract@1.0.0,547155e60ba3,FA26.1,just a little bit dry sometimes,قليلاً جافاً في بعض الأحيان
Arabic,detect_followup_info_in_previous_user_response.csv,FA26.2,answer,llm-cataract@1.0.0,efee2b5cf12c,FA26.2,only after the drops my eye stings,فقط بعد قطرات تشنج عيني
Arabic,detect_followup_info_in_previous_user_response.csv,FA26.3,answer,llm-cataract@1.0.0,3a9f071623ec,FA26.3,yes,نعم
Arabic,detect_followup_info_in_previous_user_response.csv,FA26.4,answer,llm-cataract@1.0.0,569fa5255257,FA26.4,I think it's becoming less painful overall,أعتقد أنه يصبح أقل ألمًا بشكل عام
Arabic,detect_followup_info_in_previous_user_response.csv,FA26.5,answer,llm-cataract@1.0.0,904eed7c2da5,FA26.5,painful all the time,مؤلم دائمًا
Arabic,detect_followup_info_in_previous_user_response.csv,FQ27,question,llm-cataract@1.0.0,7444b38d1084,FQ27,Are your eyes painful?,هل عيناك مؤلمتان؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA27.1,answer,llm-cataract@1.0.0,c1a8e7f8b954,FA27.1,just a little bit dry sometimes,قليلاً جافاً في بعض الأحيان
Arabic,detect_followup_info_in_previous_user_response.csv,FA27.2,answer,llm-cataract@1.0.0,9455f9dbdcae,FA27.2,only after the drops my eyes sting,فقط بعد قطرات تشنج عيني
Arabic,detect_followup_info_in_previous_user_response.csv,FA27.3,answer,llm-cataract@1.0.0,ac82c24fc833,FA27.3,yes,نعم
Arabic,detect_followup_info_in_previous_user_response.csv,FA27.4,answer,llm-cataract@1.0.0,65bd3bd54f95,FA27.4,I think it's becoming less painful overall,أعتقد أنه يصبح أقل ألمًا بشكل عام
Arabic,detect_followup_info_in_previous_user_response.csv,FA27.5,answer,llm-cataract@1.0.0,abf47924f426,FA27.5,painful all the time,مؤلم دائمًا
Arabic,detect_followup_info_in_previous_user_response.csv,FQ28,question,llm-cataract@1.0.0,a70a7c3a6e25,FQ28,Are your eyes painful at all?,هل تؤلمك عيناك على الإطلاق؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA28.1,answer,llm-cataract@1.0.0,c06e7f40fbdb,FA28.1,they're just a little bit gritty,هم فقط قليلاً خشنون
Arabic,detect_followup_info_in_previous_user_response.csv,FQ29,question,llm-cataract@1.0.0,eff9b9ca66da,FQ29,Are your eyes painful? at all,هل تعاني من ألم في عينيك على الإطلاق؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA29.1,answer,llm-cataract@1.0.0,7e1c5ce8a114,FA29.1|FA29.2,they're just a little bit gritty,هم فقط قليلاً خشنون
Arabic,detect_followup_info_in_previous_user_response.csv,FQ30,question,llm-cataract@1.0.0,04edd106f801,FQ30,Are you experiencing redness in your eye,هل تعاني من احمرار في عينك
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.1,answer,llm-cataract@1.0.0,1cdc9d5d2175,FA30.1,my eye is a bit pink yes,عيني حمراء قليلا نعم
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.2,answer,llm-cataract@1.0.0,a9e4d76f1a8f,FA30.2,the left and right parts of the eye are both red,الجزء الأيسر والأيمن من العين كلاهما أحمر
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.3,answer,llm-cataract@1.0.0,e394d94468f4,FA30.3,it's red all the way across,أحمر طوال المسافة
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.4,answer,llm-cataract@1.0.0,a385b188cb96,FA30.4,entirely red,كاملًا أحمر
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.5,answer,llm-cataract@1.0.0,a9e30a0cae66,FA30.5,a little bit of my eye is red,قليلاً من عيني أحمر
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.6,answer,llm-cataract@1.0.0,fa3fe42e1fee,FA30.6,well it's still a little bit pink,حسناً، لا يزال لونها وردي قليلاً
Arabic,detect_followup_info_in_previous_user_response.csv,FA30.7,answer,llm-cataract@1.0.0,23d6b0b755e4,FA30.7,red round the edges,أحمر حول الحواف
Arabic,detect_followup_info_in_previous_user_response.csv,FQ31,question,llm-cataract@1.0.0,f8b5a74cbbc1,FQ31,"Is the redness all over your eye or is it just in one corner, near your nose?",هل الحمرة تغطي عينك بالكامل أم أنها موجودة فقط في زاوية واحدة ، بالقرب من أنفك؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.1,answer,llm-cataract@1.0.0,0192eb336356,FA31.1,nope it's not red in the corner it's red all over,لا، ليس أحمر في الزاوية، إنه أحمر في كل مكان
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.2,answer,llm-cataract@1.0.0,3eddcf8cd51c,FA31.2,every part of my eye is red,كل جزء من عيني أحمر
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.3,answer,llm-cataract@1.0.0,ae5de95b5f6d,FA31.3,yeah it is near the nose it is very very red and it looks as if there's a wound,نعم إنه بالقرب من الأنف وهو أحمر جدًا ويبدو وكأنه جروح
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.4,answer,llm-cataract@1.0.0,c58ed9f0db50,FA31.4,"the redness is almost completely gone, apart from a bit in the corner",الاحمرار قد زال تقريباً بالكامل، باستثناء قليل منه في الزاوية
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.5,answer,llm-cataract@1.0.0,60f0758750a6,FA31.5,"not quite. It's it's more bloodshot, and it's red outside, underneath the eye gets it gets red.",ليس تماما. إنه أكثر احمرارًا، وهو أحمر من الخارج، وتحت العين يصبح أحمر.
Arabic,detect_followup_info_in_previous_user_response.csv,FA31.6,answer,llm-cataract@1.0.0,669eef2ddb29,FA31.6,I would say that a minority of the eye is red,أنا أقول أن أقلية العين حمراء
Arabic,detect_followup_info_in_previous_user_response.csv,FQ32,question,llm-cataract@1.0.0,3485f5877b0e,FQ32,Is the redness all over your eye or is it more in the corner by your nose?,هل الحمرة تغطي عينك بالكامل أم أنها أكثر في الزاوية بالقرب من أنفك؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA32.1,answer,llm-cataract@1.0.0,ec78d76820f2,FA32.1,no it is not very red just a little in the corner,لا، ليس أحمر جدا، بل قليلا في الزاوية
Arabic,detect_followup_info_in_previous_user_response.csv,FQ33,question,copd-screen@1.0.0,1d62f648a7fe,FQ33,Have you experienced any unexpected weight loss?,هل تعرضت لفقدان وزن غير متوقع؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA33.1,answer,copd-screen@1.0.0,d67c6d76c439,FA33.1|FA33.2,about 2 stone in 6 months i think,حوالي 2 ستون في 6 أشهر أعتقد
Arabic,detect_followup_info_in_previous_user_response.csv,FA33.2,answer,copd-screen@1.0.0,f97255dabdb7,FA33.3|FA33.4,I have lost some weight,لقد خسرت بعض الوزن
Arabic,detect_followup_info_in_previous_user_response.csv,FQ34,question,copd-screen@1.0.0,bf6ffc035821,FQ34,Have you coughed up any blood?,هل سعلت دمًا؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA34.1,answer,copd-screen@1.0.0,024bf2bfd8bc,FA34.1,"Yes, but it's really just some spots",نعم، ولكن الأمر ليس أكثر من بعض البقع
Arabic,detect_followup_info_in_previous_user_response.csv,FA34.2,answer,copd-screen@1.0.0,587eb59b744f,FA34.2|FA34.4,Yes i do see some blood,نعم أنا أرى بعض الدم
Arabic,detect_followup_info_in_previous_user_response.csv,FA34.3,answer,copd-screen@1.0.0,329dcaa8c39a,FA34.3,"Yes, but it happened only once or twice",نعم، ولكن حدث ذلك مرة أو مرتين
Arabic,detect_followup_info_in_previous_user_response.csv,FQ35,question,llm-ent-demo@1.0.0,ddc4bfb14709,FQ35,How much of a problem has pressure in your ears been?,كم كان الضغط في أذنيك مشكلة؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA35.1,answer,llm-ent-demo@1.0.0,cc7a64e83974,FA35.1,It's only a mild problem,إنه مجرد مشكلة خفيفة
Arabic,detect_followup_info_in_previous_user_response.csv,FA35.2,answer,llm-ent-demo@1.0.0,3fce51feab2b,FA35.2,Well. How do I explain it..,خير. كيف أُفَسِّرُه...
Arabic,detect_followup_info_in_previous_user_response.csv,FA35.3,answer,llm-ent-demo@1.0.0,c7ab3ca93a7b,FA35.3,the pressure is always there,الضغط دائمًا ما يكون موجودًا
Arabic,detect_followup_info_in_previous_user_response.csv,FQ36,question,llm-ent-demo@1.0.0,8087992b31ba,FQ36,Do your ears feel clogged or 'under water'?,هل تشعر أذناك بالانسداد أو كأنك تحت الماء؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA36.1,answer,llm-ent-demo@1.0.0,4b15dfa1ff5c,FA36.1,"Yes, but only a little bit i think",نعم، ولكن قليلاً أعتقد
Arabic,detect_followup_info_in_previous_user_response.csv,FA36.2,answer,llm-ent-demo@1.0.0,ff5064a1c2e0,FA36.2,"Yes, this is a severe problem.",نعم، هذا مشكلة خطيرة.
Arabic,detect_followup_info_in_previous_user_response.csv,FA36.3,answer,llm-ent-demo@1.0.0,e71649fcbe01,FA36.3,Yes that's exactly it,نعم هذا هو بالضبط
Arabic,detect_followup_info_in_previous_user_response.csv,FA36.4,answer,llm-ent-demo@1.0.0,20cbf29879be,FA36.4,"Yes, all the time",نعم، في كل وقت
Arabic,detect_followup_info_in_previous_user_response.csv,FQ37,question,llm-fracture-liaison-service@1.0.0,c66c8a7ca85a,FQ37,Have you experienced any side effects from the medication?,هل تعرضت لأي أعراض جانبية من العلاج؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA37.1,answer,llm-fracture-liaison-service@1.0.0,fd23a3f5b668,FA37.1,"Yes, i'm getting bad indigestion",نعم، أنا أشعر بآلام في المعدة
Arabic,detect_followup_info_in_previous_user_response.csv,FA37.2,answer,llm-fracture-liaison-service@1.0.0,e1d3ac396b66,FA37.2,"well, i'm always aching since my fall",حسنا، أنا دائماً أشعر بالألم منذ سقوطي
Arabic,detect_followup_info_in_previous_user_response.csv,FA37.3,answer,llm-fracture-liaison-service@1.0.0,73c67658104a,FA37.3,Yes i've had a few issues,نعم، لقد واجهت بعض المشاكل
Arabic,detect_followup_info_in_previous_user_response.csv,FA37.4,answer,llm-fracture-liaison-service@1.0.0,a37e65612c10,FA37.4,Yes but i'ts only I think when i lie down after i take my pills,نعم لكن أعتقد عندما أستلقي بعد تناولي الحبوب
Arabic,detect_followup_info_in_previous_user_response.csv,FA37.5,answer,llm-fracture-liaison-service@1.0.0,2b580644672f,FA37.5,Yes some of the pills are a little hard to get down,نعم بعض الحبوب صعبة البلع قليلاً
Arabic,detect_followup_info_in_previous_user_response.csv,FQ38,question,llm-fracture-liaison-service@1.0.0,bc3ff19d0c4d,FQ38,I'm here to ask you a few questions about how you're getting on with your bone health medications. Would that be okay?,أنا هنا لأسألك بعض الأسئلة حول كيفية تقدمك مع أدوية صحة العظام. هل يكون ذلك موافقًا؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA38.1,answer,llm-fracture-liaison-service@1.0.0,1eb508ee3bad,FA38.1,Yes that's fine,نعم هذا جيد
Arabic,detect_followup_info_in_previous_user_response.csv,FA38.2,answer,llm-fracture-liaison-service@1.0.0,d74e28677c70,FA38.2,"Okay, but you should know my GP has changed my medications because i had some side effects",حسنا، لكن يجب أن تعرف أن طبيبي العام قد غير أدويتي لأنني كنت أتعرض لبعض الآثار الجانبية
Arabic,detect_followup_info_in_previous_user_response.csv,FA38.3,answer,llm-fracture-liaison-service@1.0.0,877d37439d74,FA38.3,"Yes, i take all my tablets, in the morning without food and all that, i've been very diligent about it.",نعم، آخذ جميع أدويتي، في الصباح بدون طعام وكل ذلك، كنت متيقظًا جدًا بشأن ذلك.
Arabic,detect_followup_info_in_previous_user_response.csv,FA38.4,answer,llm-fracture-liaison-service@1.0.0,2813ca94b487,FA38.4,"sure, i do have a few questions",بالتأكيد، لدي بعض الأسئلة
Arabic,detect_followup_info_in_previous_user_response.csv,FA38.5,answer,llm-fracture-liaison-service@1.0.0,3324c1d03e37,FA38.5,sure that's fine,بالتأكيد هذا جيد
Arabic,detect_followup_info_in_previous_user_response.csv,FQ39,question,llm-gynaecology-waitlist@1.0.0,dab1bf660445,FQ39,"Have you experienced any major health events (for example, a heart attack or stroke) since joining the waiting list?",هل تعرضت لأي أحداث صحية كبيرة (على سبيل المثال ، احتشاء عضلة القلب أو سكتة دماغية) منذ انضمامك إلى قائمة الانتظار؟
Arabic,detect_followup_info_in_previous_user_response.csv,FA39.1,answer,llm-gynaecology-waitlist@1.0.0,612a24baecea,FA39.1,I had a heart attack since,لقد عانيت من نوبة قلبية منذ
Arabic,detect_followup_info_in_previous_user_response.csv,FA39.2,answer,llm-gynaecology-waitlist@1.0.0,0c4f13ad25ee,FA39.2,Yes i've had to be in the hospital for a week,نعم لقد اضطررت إلى النزول في المستشفى لمدة أسبوع
Arabic,detect_followup_info_in_previous_user_response.csv,FA39.3,answer,llm-gynaecology-waitlist@1.0.0,dd1d64410f35,FA39.3,Yes please,نعم من فضلك
Arabic,detect_followup_info_in_previous_user_response.csv,FA39.4,answer,llm-gynaecology-waitlist@1.0.0,4551b06f2e50,FA39.4,Oh yes,نعم
Arabic,detect_followup_info_in_previous_user_response.csv,FQ40,question,llm-gynaecology-waitlist@1.0.0,b5428afc0136,FQ40,"Since you were last seen, would you say your symptoms have changed significantly (for better or worse)?",منذ آخر مرة شوهدت فيها، هل تقول إن أعراضك تغيرت بشكل كبير (لأفضل أو أسوأ)?
